Minutes played,Field Goals Made,Field Goals Attempted,Field Goals 3 Points Made,Field Goal 3 Points Attempt,Free Throws Made,Free Throws Attempt,Offensive Rebounds,Defensive Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Double-double,Triple-double,Draftkings next game score
35,6,18,1,3,3,4,1,5,6,2,0,5,1,16,0,0,33.5
26,8,14,1,4,2,2,0,2,2,2,0,1,0,19,0,0,8.75
22,2,11,1,2,0,0,2,1,2,0,0,1,0,5,0,0,17.0
20,4,9,1,1,0,0,0,2,1,2,0,2,0,9,0,0,31.5
27,6,12,2,4,3,3,1,1,4,1,0,2,0,17,0,0,28.0
25,5,11,1,3,3,3,0,2,4,1,0,2,1,14,0,0,12.0
22,4,13,2,3,2,2,0,0,4,0,0,2,4,12,0,0,26.0
27,6,13,1,2,3,4,0,2,3,1,0,4,0,16,0,0,36.25
14,5,7,1,2,3,4,0,3,3,2,0,0,1,14,0,0,11.0
14,1,3,0,1,4,6,0,0,2,1,0,2,1,6,0,0,28.25
25,5,10,2,4,2,2,0,1,2,2,0,0,2,14,0,0,8.25
24,2,10,1,4,0,0,0,1,3,0,1,1,0,5,0,0,26.0
20,4,11,1,4,6,6,1,1,1,3,0,2,1,15,0,0,1.0
9,0,3,0,2,2,2,0,0,1,0,0,2,2,2,0,0,21.5
17,6,12,1,4,3,3,0,0,2,1,0,2,1,16,0,0,9.0
22,3,10,0,1,1,2,1,1,5,0,0,1,0,7,0,0,50.0
30,8,15,1,1,2,3,0,4,8,1,1,1,2,19,0,0,24.75
26,5,15,2,3,3,3,1,2,2,1,0,2,1,15,0,0,28.25
19,5,10,2,2,0,0,0,3,2,2,0,1,1,12,0,0,12.5
23,6,12,1,3,0,0,0,0,0,0,0,2,1,13,0,0,9.0
17,3,7,1,3,2,2,0,0,5,0,0,1,0,9,0,0,15.25
29,5,11,3,5,0,0,0,1,4,0,0,1,0,13,0,0,9.25
25,3,8,1,4,2,2,0,1,5,0,0,3,2,9,0,0,8.0
23,2,6,0,1,2,2,0,0,1,1,0,2,0,6,0,0,7.5
21,3,10,0,1,2,2,0,0,1,0,0,1,2,8,0,0,24.75
24,6,14,2,7,8,9,0,3,2,0,0,4,1,22,0,0,12.5
24,3,10,0,1,5,5,1,1,4,0,0,2,2,11,0,0,25.0
20,5,11,1,1,2,2,0,0,2,2,0,1,0,13,0,0,18.75
26,5,12,4,7,1,2,0,3,6,0,0,4,2,15,0,0,34.5
31,2,7,0,1,6,7,2,6,5,1,0,1,1,10,0,0,6.75
22,0,7,0,1,2,4,0,3,2,0,1,2,1,2,0,0,7.0
13,1,4,1,1,2,2,0,2,3,0,0,2,0,5,0,0,5.5
15,2,8,0,1,0,0,1,1,5,0,0,2,0,4,0,0,21.5
19,6,11,2,4,2,2,0,4,5,0,0,1,0,16,0,0,6.5
15,3,5,1,2,0,0,0,0,3,0,0,2,0,7,0,0,3.25
11,1,5,0,1,0,0,0,1,0,0,0,0,1,2,0,0,6.0
13,1,5,0,0,2,2,0,2,5,0,0,1,2,4,0,0,11.5
18,2,7,2,3,0,0,0,4,0,0,0,1,0,6,0,0,11.5
2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7.25
8,1,2,0,0,2,2,1,2,1,0,0,1,2,4,0,0,18.5
14,4,9,0,0,3,3,3,3,0,0,0,0,2,11,0,0,11.75
18,4,9,0,0,1,1,2,1,0,0,0,2,2,9,0,0,11.75
14,3,6,0,0,0,0,4,1,0,0,0,1,4,6,0,0,1.25
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25
2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5.25
4,2,2,0,0,0,0,0,1,0,0,0,0,0,4,0,0,2.0
4,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.0
3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.75
13,6,8,0,0,5,7,2,1,0,0,2,0,2,17,0,0,16.75
13,4,7,0,0,0,2,3,2,1,1,0,1,3,8,0,0,20.5
18,3,5,0,0,0,0,2,8,0,0,1,0,2,6,0,0,9.0
17,3,6,0,0,3,3,0,0,0,0,0,0,3,9,0,0,2.75
7,1,1,0,0,0,0,1,0,0,1,0,1,5,2,0,0,3.25
9,1,2,0,0,0,0,0,1,1,0,0,0,0,2,0,0,17.75
14,3,7,0,0,1,1,5,2,0,0,1,0,3,7,0,0,19.0
19,3,5,0,0,4,4,1,3,1,0,2,0,3,10,0,0,22.75
24,3,6,0,0,3,5,2,5,2,1,0,2,2,9,0,0,13.5
12,3,6,0,0,0,0,1,1,1,1,1,0,1,6,0,0,0.0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5
10,3,6,0,0,0,0,1,5,1,0,0,0,1,6,0,0,4.5
4,0,0,0,0,0,0,0,4,2,0,0,1,2,0,0,0,10.0
7,0,3,0,1,0,0,1,7,1,0,0,0,0,0,0,0,38.0
35,9,11,0,0,2,3,3,7,0,1,2,0,3,20,1,0,40.5
31,8,13,0,0,1,5,3,7,0,0,6,5,3,17,1,0,27.5
25,9,12,0,0,0,1,4,4,0,0,0,1,0,18,0,0,50.25
36,10,12,0,0,4,5,4,11,0,1,3,0,4,24,1,0,45.5
37,11,15,0,0,5,5,4,8,2,0,2,4,3,27,1,0,24.5
31,7,15,0,0,0,0,3,5,0,1,1,3,5,14,0,0,32.25
25,3,8,0,0,0,0,1,6,4,1,3,1,3,6,0,0,47.25
33,11,16,0,0,3,3,2,11,1,1,1,1,5,25,1,0,19.25
25,6,8,0,0,1,3,0,5,0,0,0,0,1,13,0,0,21.75
29,4,9,0,0,0,0,5,2,1,2,0,2,1,8,0,0,21.0
23,5,6,0,0,2,3,4,4,2,0,0,2,1,12,0,0,12.25
17,3,6,0,0,0,0,1,4,2,0,0,0,0,6,0,0,15.25
13,4,7,0,0,2,2,2,1,1,0,1,1,1,10,0,0,11.0
17,2,5,0,0,2,4,0,4,1,0,0,0,0,6,0,0,2.5
3,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,5.25
8,2,3,0,0,0,0,0,1,1,0,0,0,1,4,0,0,13.0
23,5,9,0,0,0,1,1,1,1,0,1,3,2,10,0,0,11.75
5,1,3,0,0,1,2,1,2,1,1,1,0,1,3,0,0,5.25
17,1,3,0,0,0,0,0,3,0,0,0,1,0,2,0,0,7.75
8,2,6,0,1,0,0,0,3,0,0,0,0,0,4,0,0,15.0
12,5,7,0,0,0,2,1,3,0,0,0,0,4,10,0,0,19.25
18,5,7,0,0,5,9,2,1,0,0,1,3,2,15,0,0,6.0
7,1,3,0,0,0,0,0,2,0,0,1,1,2,2,0,0,31.5
29,4,12,0,0,1,2,1,7,3,1,2,1,1,9,0,0,11.0
12,1,2,0,0,0,0,0,4,1,0,2,0,1,2,0,0,3.25
8,0,2,0,1,0,0,0,3,0,0,0,1,2,0,0,0,27.25
21,6,8,0,0,0,0,0,9,0,0,2,0,0,12,0,0,19.5
26,7,8,0,0,1,2,1,3,1,0,0,1,1,15,0,0,19.25
23,3,4,0,0,2,2,1,6,0,0,2,3,3,8,0,0,17.0
24,4,11,0,0,3,3,2,4,3,0,0,3,1,11,0,0,46.0
35,10,14,1,1,2,2,6,8,3,0,2,1,1,23,1,0,43.25
38,15,24,0,1,0,2,1,6,1,2,0,3,2,30,0,0,12.0
12,3,3,0,0,2,3,2,0,0,0,1,1,3,8,0,0,7.75
7,2,3,0,0,0,0,1,2,0,0,0,0,1,4,0,0,14.25
12,3,4,0,0,0,0,1,4,2,0,1,0,6,6,0,0,15.25
12,3,4,0,0,0,0,1,4,1,1,1,4,3,6,0,0,38.75
34,8,13,0,0,10,13,0,5,1,2,1,3,3,26,0,0,33.5
29,7,14,0,0,1,3,6,6,3,0,2,4,5,15,1,0,10.5
21,1,3,0,0,2,3,2,2,1,0,1,1,3,4,0,0,14.75
15,3,3,0,0,0,0,0,3,2,0,3,2,1,6,0,0,23.25
16,5,7,0,0,4,6,3,2,1,1,0,0,0,14,0,0,23.5
19,5,6,0,0,0,2,3,3,2,0,3,0,3,10,0,0,7.5
15,2,4,0,1,2,2,2,0,0,0,0,2,4,6,0,0,22.75
27,5,7,1,1,3,4,0,7,3,0,0,1,3,14,0,0,5.5
9,2,4,0,0,0,0,0,2,1,0,0,2,2,4,0,0,18.75
23,3,8,0,0,0,0,2,1,3,1,1,4,4,6,0,0,18.0
22,3,4,0,0,3,3,2,4,1,0,1,1,4,9,0,0,5.25
20,1,3,0,0,0,0,2,1,6,0,0,1,3,2,0,0,15.25
15,4,8,0,0,1,3,2,3,2,0,0,0,2,9,0,0,13.0
13,3,5,0,0,0,1,1,5,0,0,0,1,1,6,0,0,2.25
10,0,1,0,0,0,0,2,1,0,0,0,3,2,0,0,0,8.5
5,3,4,0,0,0,0,1,1,0,0,0,0,0,6,0,0,6.5
7,0,0,0,0,2,4,1,3,0,0,0,1,2,2,0,0,7.0
7,3,3,0,0,2,4,0,0,0,0,0,2,3,8,0,0,14.5
14,3,4,0,0,2,3,3,1,1,0,1,1,1,8,0,0,49.5
34,11,21,0,0,3,3,6,8,5,0,3,1,2,25,1,0,6.5
3,2,2,0,0,0,0,1,1,0,0,0,0,0,4,0,0,1.5
7,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,15.0
10,2,4,0,0,0,1,2,2,1,2,0,0,0,4,0,0,2.5
4,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,29.5
26,9,11,0,0,3,4,1,3,1,0,2,1,2,21,0,0,14.5
17,4,7,0,1,0,0,1,3,0,0,1,1,2,8,0,0,15.75
15,4,7,0,0,0,0,4,3,1,0,0,2,4,8,0,0,11.0
18,3,4,0,0,0,0,1,3,0,0,0,0,3,6,0,0,10.5
8,3,3,0,0,0,0,2,0,1,0,1,0,0,6,0,0,3.25
4,1,2,0,0,0,0,1,0,0,0,0,0,1,2,0,0,9.75
11,3,5,0,0,0,0,2,1,0,0,0,0,0,6,0,0,6.5
10,2,4,0,0,0,0,1,1,0,2,0,0,0,4,0,0,6.25
8,3,3,0,0,0,0,0,1,0,0,0,2,0,6,0,0,3.75
9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2.0
9,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6.0
9,3,6,0,2,0,0,0,0,1,0,0,0,2,6,0,0,6.25
5,1,2,0,0,1,2,1,0,0,0,1,0,0,3,0,0,5.75
12,1,3,0,1,0,0,1,2,0,0,0,0,0,2,0,0,14.75
15,3,6,1,1,4,4,0,3,3,0,0,1,3,11,0,0,8.5
9,2,2,0,0,2,2,0,2,1,0,0,0,2,6,0,0,4.0
5,1,1,0,0,0,0,0,2,0,0,0,1,0,2,0,0,11.5
16,1,3,1,2,0,0,0,0,2,1,1,0,2,3,0,0,-1.0
7,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,4.25
17,2,3,0,0,0,0,0,1,1,0,0,2,3,4,0,0,12.0
20,3,4,0,0,1,2,0,4,0,0,0,0,2,7,0,0,10.5
19,2,2,0,0,0,2,0,2,1,1,1,2,2,4,0,0,16.5
22,5,5,0,0,2,2,2,2,0,0,0,1,2,12,0,0,21.75
17,6,9,0,1,1,2,1,4,1,1,0,1,1,13,0,0,4.75
3,2,2,0,0,0,0,0,1,0,0,0,1,3,4,0,0,8.5
16,2,6,0,0,0,0,2,2,0,1,0,1,1,4,0,0,5.0
15,1,2,0,0,2,3,0,2,0,0,0,3,3,4,0,0,17.5
22,5,9,0,2,3,4,4,0,0,0,0,1,2,13,0,0,14.75
16,2,7,0,0,0,0,1,0,1,0,0,1,2,4,0,0,9.0
17,3,6,2,4,0,0,0,0,3,0,0,0,0,8,0,0,8.5
14,2,4,1,1,0,0,0,0,1,1,0,0,0,5,0,0,52.0
17,3,10,2,6,0,0,0,4,4,3,1,0,1,8,0,0,11.75
20,1,4,0,2,0,0,0,1,3,1,0,1,1,2,0,0,39.0
26,4,13,2,4,2,2,0,2,4,2,0,1,1,12,0,0,6.5
16,1,3,1,2,0,0,0,0,1,1,0,0,1,3,0,0,69.25
41,3,11,2,7,0,0,2,3,9,2,0,0,2,8,0,0,16.75
27,2,9,0,1,0,0,0,1,4,1,0,1,2,4,0,0,13.75
15,2,5,0,3,0,0,0,1,3,1,0,1,0,4,0,0,0.75
12,0,2,0,0,0,0,0,1,3,0,0,1,1,0,0,0,19.25
26,2,8,0,3,3,4,0,3,3,1,0,1,1,7,0,0,4.5
13,1,2,0,1,0,0,1,1,0,1,0,0,1,2,0,0,8.0
11,0,0,0,0,0,0,0,0,3,1,0,2,1,0,0,0,11.25
11,2,2,0,0,0,0,0,1,2,1,0,0,0,4,0,0,7.0
15,1,3,0,2,0,0,1,3,4,0,0,0,0,2,0,0,3.5
19,1,6,0,2,2,2,0,0,0,1,0,1,0,4,0,0,32.75
18,3,5,1,2,0,2,0,1,4,2,0,0,1,7,0,0,24.5
20,1,2,0,0,3,4,0,6,2,2,0,0,1,5,0,0,6.5
12,1,1,1,1,0,0,0,0,1,1,0,0,2,3,0,0,58.0
24,3,8,1,4,0,0,0,2,8,2,0,0,0,7,0,0,1.25
15,0,1,0,1,0,0,1,0,2,0,0,0,2,0,0,0,5.75
12,2,4,1,1,0,0,0,1,0,3,0,2,1,5,0,0,2.5
14,0,2,0,1,0,0,0,0,1,1,0,1,1,0,0,0,8.75
17,0,1,0,0,2,2,0,3,1,1,0,0,0,2,0,0,2.0
17,0,2,0,1,0,0,0,2,7,0,0,1,2,0,0,0,5.25
16,1,2,0,0,0,0,1,2,4,0,0,1,0,2,0,0,8.25
16,0,4,0,2,1,2,0,1,1,2,0,0,0,1,0,0,74.75
24,5,7,0,0,0,0,1,2,10,2,0,1,3,10,1,0,15.0
15,0,3,0,1,0,0,0,0,5,1,0,0,0,0,0,0,9.5
26,4,7,0,0,2,2,0,0,3,0,0,1,0,10,0,0,25.25
31,2,5,1,2,0,0,1,4,4,1,1,1,2,5,0,0,30.25
21,4,6,2,3,3,3,0,1,5,1,0,0,1,13,0,0,62.0
25,4,6,0,0,0,0,0,0,6,3,0,0,3,8,0,0,91.5
36,5,12,0,1,2,2,1,3,5,5,0,1,0,12,0,0,58.5
38,6,11,1,2,2,2,1,1,13,1,0,0,0,15,1,0,121.25
40,7,14,0,2,0,0,0,1,9,4,0,4,2,14,0,0,8.0
20,2,7,1,2,0,0,0,2,5,0,0,0,0,5,0,0,77.5
19,1,6,0,2,1,1,0,2,6,4,0,0,1,3,0,0,11.25
24,3,7,1,4,3,3,0,1,4,0,0,1,2,10,0,0,5.0
19,1,3,0,0,1,2,1,1,7,0,0,1,1,3,0,0,36.25
28,4,9,2,3,4,4,0,1,6,1,1,0,0,14,0,0,4.5
11,1,7,0,1,1,1,1,1,3,0,0,2,0,3,0,0,7.75
17,2,3,0,1,0,0,0,3,1,0,0,0,1,4,0,0,120.25
28,4,10,0,1,1,2,0,3,9,4,0,1,3,9,0,0,90.75
31,6,10,1,4,3,4,0,1,8,3,1,2,5,16,0,0,75.0
37,3,10,1,2,0,0,0,2,11,2,0,2,4,7,0,0,5.75
18,1,1,0,0,0,0,0,3,3,0,0,0,1,2,0,0,13.75
18,2,5,0,2,0,0,2,1,2,1,0,0,0,4,0,0,2.75
15,1,2,0,0,0,0,0,1,2,0,0,1,2,2,0,0,8.75
20,1,4,0,0,3,3,0,3,6,0,0,0,1,5,0,0,19.25
19,1,5,0,1,2,2,0,3,4,1,0,1,0,4,0,0,25.0
20,5,10,3,4,0,0,1,1,2,1,1,0,3,13,0,0,37.0
27,7,10,2,3,0,0,1,1,3,2,0,1,1,16,0,0,42.75
29,6,9,0,1,0,0,0,3,9,1,0,0,3,12,0,0,5.0
29,0,6,0,3,0,2,0,4,5,0,0,0,0,0,0,0,35.0
33,3,14,0,3,4,4,2,2,7,1,0,2,0,10,0,0,58.5
34,6,15,1,3,1,1,0,2,7,2,0,1,3,14,0,0,42.75
35,4,8,1,1,3,3,2,1,9,1,0,1,1,12,0,0,16.0
30,5,9,3,3,0,1,1,1,8,0,0,2,1,13,0,0,23.0
27,4,8,1,3,3,3,0,0,4,1,0,3,1,12,0,0,10.75
22,3,9,1,4,2,2,0,1,6,0,0,0,0,9,0,0,108.25
33,7,12,0,1,0,0,1,2,10,3,0,2,1,14,1,0,35.75
34,6,9,3,3,0,0,0,1,6,1,0,0,2,15,0,0,43.5
31,6,11,0,2,0,0,0,6,4,2,0,0,1,12,0,0,17.75
35,3,8,0,1,4,4,0,5,13,0,0,0,1,10,1,0,43.75
28,5,9,1,4,0,0,0,1,10,1,0,1,0,11,1,0,9.25
34,4,12,0,2,0,0,0,1,8,0,0,0,4,8,0,0,57.25
24,6,12,0,1,3,5,0,1,7,2,0,2,4,15,0,0,6.75
20,1,5,0,3,2,2,0,3,3,0,0,2,1,4,0,0,34.5
21,1,10,1,3,2,2,0,0,5,2,0,2,3,5,0,0,4.0
16,2,4,0,0,0,0,0,0,2,0,0,0,0,4,0,0,42.0
22,3,7,0,3,0,3,0,0,6,2,0,0,0,6,0,0,51.75
25,4,9,0,1,2,2,0,5,4,3,0,1,0,10,0,0,23.75
24,3,6,0,1,2,2,0,1,5,1,0,1,1,8,0,0,26.0
18,4,7,1,2,0,0,0,0,6,1,0,3,2,9,0,0,40.0
28,6,8,2,3,0,1,0,2,8,1,0,3,0,14,0,0,8.75
23,3,10,0,5,2,2,0,1,6,0,0,1,2,8,0,0,-0.25
18,0,3,0,1,0,0,0,1,3,0,0,3,2,0,0,0,37.5
18,3,6,1,2,0,0,0,0,5,2,0,0,1,7,0,0,6.0
19,2,7,0,2,0,0,0,2,7,0,0,1,0,4,0,0,8.5
13,2,6,0,0,0,0,0,4,4,0,0,1,0,4,0,0,17.5
15,0,3,0,1,0,0,0,0,6,1,0,1,0,0,0,0,0.0
12,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.75
14,2,3,0,0,2,2,0,1,3,0,0,1,0,6,0,0,3.5
17,1,4,0,0,0,0,0,2,1,0,0,2,0,2,0,0,39.5
25,5,9,1,2,1,2,0,4,7,1,1,2,2,12,0,0,7.75
31,1,6,0,1,0,0,0,3,6,0,1,0,0,2,0,0,6.75
23,2,7,0,1,2,2,0,1,3,0,0,1,1,6,0,0,72.25
28,4,9,1,4,0,0,0,1,7,3,0,3,1,9,0,0,32.25
16,2,3,1,1,0,0,0,3,7,1,1,0,1,5,0,0,10.5
15,1,2,0,0,0,0,0,2,2,1,0,0,0,2,0,0,33.5
25,4,8,1,2,1,1,1,1,7,1,0,1,1,10,0,0,64.25
20,4,5,1,2,0,0,0,1,9,2,0,1,2,9,0,0,5.25
16,1,3,0,0,0,0,0,1,2,0,1,0,0,2,0,0,30.0
15,0,3,0,0,0,0,0,0,5,2,0,0,1,0,0,0,22.0
19,1,3,0,0,0,0,1,3,5,1,0,0,0,2,0,0,40.75
18,4,7,2,4,2,2,0,3,4,2,0,0,0,12,0,0,16.25
18,4,5,3,4,0,0,2,1,3,0,0,0,1,11,0,0,18.0
22,6,7,3,4,0,0,0,2,2,0,0,2,0,15,0,0,29.0
18,4,6,0,1,0,0,0,0,7,1,0,0,0,8,0,0,45.25
20,3,7,0,2,0,0,1,2,6,2,0,1,0,6,0,0,2.75
15,1,3,0,0,0,0,0,1,5,0,0,1,2,2,0,0,43.5
18,5,8,0,1,1,2,0,2,5,2,0,0,0,11,0,0,7.5
20,2,5,1,3,0,0,0,2,6,0,0,1,0,5,0,0,6.5
16,3,7,0,2,0,0,0,0,1,0,1,3,1,6,0,0,4.75
14,1,5,1,2,0,0,0,1,4,0,0,0,0,3,0,0,60.25
18,4,6,1,1,2,2,0,1,4,4,0,1,1,11,0,0,2.0
11,1,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,10.75
14,3,7,1,2,0,0,0,1,5,0,1,0,0,7,0,0,15.25
13,4,6,1,1,0,0,0,5,3,0,0,1,1,9,0,0,4.75
17,1,4,1,1,0,0,0,1,4,0,0,0,0,3,0,0,3.25
14,0,3,0,1,2,2,0,1,0,0,0,0,0,2,0,0,26.5
16,4,8,1,3,0,0,1,1,5,1,0,1,0,9,0,0,27.25
19,1,2,1,1,0,0,0,3,7,1,0,2,0,3,0,0,13.75
20,5,7,2,2,0,0,0,1,4,0,0,1,1,12,0,0,37.75
21,5,9,0,2,0,0,0,1,3,3,0,1,0,10,0,0,31.0
21,6,11,1,3,0,0,1,1,5,1,0,0,0,13,0,0,23.0
17,8,8,3,3,0,0,0,2,3,0,0,0,1,19,0,0,56.75
20,6,13,1,2,0,0,0,1,7,2,0,0,0,13,0,0,16.0
19,5,8,1,2,2,2,0,2,3,0,0,0,0,13,0,0,4.0
16,2,5,0,0,0,0,0,0,4,0,0,0,1,4,0,0,20.75
18,6,7,2,2,2,2,1,2,6,0,0,0,2,16,0,0,23.75
17,3,8,0,1,2,5,0,1,5,1,0,1,0,8,0,0,11.0
18,4,7,0,1,0,0,0,0,1,1,0,0,1,8,0,0,8.0
21,2,10,2,7,2,4,0,0,0,0,0,2,0,8,0,0,16.5
19,3,7,0,2,0,0,0,2,3,1,0,2,1,6,0,0,18.5
22,3,11,1,4,0,0,0,4,2,1,0,0,0,7,0,0,124.25
19,6,10,1,4,2,3,0,1,9,4,0,1,0,15,0,0,26.75
21,6,13,5,6,1,1,1,4,6,0,0,0,1,18,0,0,72.5
20,4,10,1,3,0,0,0,0,7,3,0,0,1,9,0,0,14.0
18,2,5,0,2,2,2,0,2,2,1,0,1,2,6,0,0,12.0
21,2,8,1,4,4,5,0,0,1,1,0,1,2,9,0,0,7.25
14,3,5,0,1,1,2,0,1,1,0,0,2,0,7,0,0,3.25
16,0,4,0,2,0,0,0,1,3,0,1,0,0,0,0,0,38.75
35,4,12,0,2,1,1,1,4,4,2,0,1,2,9,0,0,22.0
23,3,7,0,2,0,0,0,2,2,2,1,1,0,6,0,0,78.75
29,3,7,0,2,0,0,0,1,12,2,0,1,0,6,0,0,30.25
32,6,11,2,5,0,0,0,5,3,1,0,0,1,14,0,0,58.0
32,3,8,1,4,1,2,0,0,8,2,1,1,0,8,0,0,13.5
27,4,9,1,3,0,0,1,3,6,0,0,2,0,9,0,0,137.5
31,5,12,1,4,0,0,0,4,10,4,0,1,1,11,1,0,81.75
32,5,9,1,1,2,2,1,4,7,3,0,2,1,13,0,0,33.75
28,4,12,1,5,0,0,1,2,7,1,0,1,0,9,0,0,42.25
17,3,8,0,2,0,0,1,0,4,3,0,2,1,6,0,0,26.75
22,5,8,1,2,0,0,2,3,3,1,0,0,0,11,0,0,9.25
22,4,9,0,3,0,0,0,1,8,0,0,0,2,8,0,0,100.25
28,5,9,1,3,0,0,1,2,14,2,0,1,1,11,1,0,16.75
21,5,10,2,3,0,0,1,2,3,0,0,0,0,12,0,0,41.0
19,5,8,3,5,0,0,1,1,8,1,0,0,0,13,0,0,16.25
21,3,7,0,3,2,2,0,7,1,0,0,1,0,8,0,0,9.0
14,1,6,0,4,2,2,0,0,2,1,0,2,0,4,0,0,26.25
22,4,7,3,4,1,2,2,1,3,1,0,0,3,12,0,0,32.25
26,3,8,0,3,0,0,0,3,8,1,0,3,1,6,0,0,26.75
16,0,7,0,2,0,0,1,2,4,2,0,2,0,0,0,0,22.5
17,0,5,0,2,2,2,1,1,3,2,0,0,0,2,0,0,14.5
22,0,4,0,1,0,0,1,1,4,1,0,0,0,0,0,0,13.0
16,3,4,0,0,2,2,0,0,1,1,1,0,0,8,0,0,23.75
20,4,11,1,4,2,2,0,3,3,1,0,1,0,11,0,0,21.5
17,5,7,0,1,0,0,0,0,4,1,0,1,1,10,0,0,32.5
15,9,11,2,3,0,0,0,2,3,1,0,0,0,20,0,0,6.0
15,2,6,1,2,1,1,0,0,3,0,0,1,0,6,0,0,31.75
16,5,6,3,3,0,0,0,5,2,2,0,2,0,13,0,0,13.0
15,1,7,0,1,0,0,0,4,2,1,0,0,0,2,0,0,10.75
13,4,7,1,3,0,0,0,1,0,1,0,0,0,9,0,0,4.5
15,1,5,0,1,0,0,0,2,3,0,0,0,0,2,0,0,17.0
14,2,3,1,2,0,0,0,0,2,2,0,1,1,5,0,0,9.5
14,4,7,0,0,2,2,0,0,3,0,0,1,1,10,0,0,9.5
15,3,5,1,1,0,0,0,2,0,0,0,1,1,7,0,0,5.5
12,2,3,1,2,0,0,0,0,2,0,0,0,1,5,0,0,3.75
20,0,5,0,2,3,3,0,1,7,0,0,1,1,3,0,0,22.0
13,0,1,0,0,2,2,0,2,3,2,0,1,0,2,0,0,3.25
12,1,3,0,1,0,0,0,1,4,0,0,0,1,2,0,0,22.0
17,2,6,0,2,0,0,0,0,2,3,0,0,0,4,0,0,7.25
11,2,4,0,2,0,0,0,3,1,0,0,1,0,4,0,0,9.25
15,0,2,0,0,0,0,0,3,2,1,0,1,0,0,0,0,24.75
16,1,3,0,1,0,0,0,3,6,1,1,2,0,2,0,0,17.25
19,1,4,0,0,0,0,2,3,3,1,0,0,1,2,0,0,30.75
20,4,8,2,3,1,1,0,3,5,1,0,0,0,11,0,0,7.5
18,2,6,1,3,0,0,0,2,5,0,0,1,0,5,0,0,24.75
19,1,2,1,2,0,0,2,3,5,1,0,0,0,3,0,0,24.25
17,2,4,2,2,4,4,0,1,4,1,0,0,1,10,0,0,8.75
15,3,5,0,1,2,2,0,1,1,0,0,1,1,8,0,0,24.5
16,5,8,2,3,0,0,1,1,3,1,0,0,0,12,0,0,3.75
13,1,4,0,0,1,1,0,1,2,0,0,1,1,3,0,0,23.5
13,3,6,0,2,0,0,0,2,5,1,0,0,0,6,0,0,53.0
16,4,7,2,3,0,0,0,0,7,2,0,0,0,10,0,0,15.75
17,3,9,1,5,1,1,0,1,1,2,0,0,1,8,0,0,-1.0
8,0,3,0,1,0,0,0,0,1,0,0,2,0,0,0,0,4.0
10,2,2,0,0,0,0,0,0,3,0,0,0,1,4,0,0,3.25
5,1,2,0,1,0,0,0,1,1,0,0,0,1,2,0,0,2.0
6,1,2,0,1,0,0,0,0,1,0,0,0,0,2,0,0,9.25
16,1,7,1,2,2,2,1,2,5,0,0,0,0,5,0,0,10.25
16,3,6,1,3,0,0,0,1,3,0,1,1,1,7,0,0,6.75
9,1,1,1,1,2,3,0,1,2,0,0,0,0,5,0,0,3.25
13,1,2,0,0,0,0,0,1,4,0,0,0,1,2,0,0,23.5
11,0,2,0,0,0,0,0,0,4,2,0,1,0,0,0,0,4.0
11,1,3,0,2,0,0,0,2,0,0,0,1,0,2,0,0,5.25
13,2,3,0,0,0,0,0,1,3,0,0,0,0,4,0,0,25.5
14,4,5,2,2,0,0,0,2,4,1,0,0,0,10,0,0,5.5
10,1,2,1,2,0,0,0,2,0,0,0,1,0,3,0,0,34.0
24,2,10,0,2,4,4,0,2,4,2,0,1,1,8,0,0,3.25
16,2,8,0,0,2,2,1,4,1,0,2,0,3,6,0,0,10.0
13,0,1,0,0,3,4,0,4,1,0,2,4,5,3,0,0,45.0
24,8,10,0,0,1,1,2,8,3,1,3,2,4,17,1,0,28.5
23,5,6,0,0,2,2,1,5,1,2,2,2,2,12,0,0,47.0
28,8,13,0,0,14,15,0,6,1,2,2,1,2,30,0,0,23.5
16,6,7,0,0,1,4,1,5,1,0,2,2,2,13,0,0,14.5
22,3,5,0,0,4,9,0,4,0,1,0,1,2,10,0,0,15.0
15,3,5,0,0,1,2,0,0,2,1,1,0,5,7,0,0,32.5
25,4,8,0,0,2,4,2,10,1,0,3,0,4,10,1,0,37.75
